Past_PatTrans_Meth_Yr_Round,SweepVac,Year,Past_PatTrans_Year,Pasture,Pasture_patch_year,Pasture_patch,Temperature,Winds,OrdinalSamplingDate,HerbYesNo_alltime,TSH,HerbTreat_14-18,GrazingYesNo,GrazingTreat,StartTime,Order,Biomass_mg,Length,Width
DUN_W1_Vacuum_2016_2,Vacuum,2016,DUN_W_2016,DUN,DUN_W_2016,DUN_W,105,4,217,Yes,1.5,SnS,No,None,15.73,lepi_la,0.471798366,10,0.5
DUN_W2_Sweep_2016_2,Sweep,2016,DUN_W_2016,DUN,DUN_W_2016,DUN_W,105,4,217,Yes,1.5,SnS,No,None,15.43,lepi_la,0.471798366,10,0.5
RCH2014_W2_Sweep_2016_1,Sweep,2016,RCH2014_W_2016,RCH2014,RCH2014_W_2016,RCH2014_W,75,1,180,Yes,1.5,SnS,Yes,SLS,12.97,lepi_la,0.471798366,5,1
LTR_E2_Vacuum_2015_2,Vacuum,2015,LTR_E_2015,LTR,LTR_E_2015,LTR_E,85,1,197,No,0.5,SnS,Yes,IES,14.33,lepi_la,0.471798366,5,1
RNR_W2_Vacuum_2015_1,Vacuum,2015,RNR_W_2015,RNR,RNR_W_2015,RNR_W,80,4,184,Yes,1.5,,No,None,14.27,lepi_la,0.471798366,5,1
RIE_E2_Sweep_2016_2,Sweep,2016,RIE_E_2016,RIE,RIE_E_2016,RIE_E,95,1,206,Yes,0.5,,No,None,15.2,lepi_la,0.471798366,5,1
KLT_W1_Vacuum_2015_2,Vacuum,2015,KLT_W_2015,KLT,KLT_W_2015,KLT_W,80,1,193,No,,,No,None,10.8,lepi_la,0.471798366,5,1
KLT_W2_Sweep_2016_1,Sweep,2016,KLT_W_2016,KLT,KLT_W_2016,KLT_W,70,1,183,No,,,No,None,10.18,lepi_la,0.471798366,5,1
PYN_S2_Vacuum_2015_1,Vacuum,2015,PYN_S_2015,PYN,PYN_S_2015,PYN_S,85,1,173,No,,,Yes,IES,12.82,lepi_la,0.471798366,5,1
PYN_S2_Vacuum_2017_1,Vacuum,2017,PYN_S_2017,PYN,PYN_S_2017,PYN_S,80,4,160,No,,,Yes,IES,11.5,lepi_la,0.471798366,5,1
PYS_N1_Sweep_2016_1,Sweep,2016,PYS_N_2016,PYS,PYS_N_2016,PYS_N,82,0,182,No,,,Yes,SLS,11.48,lepi_la,0.471798366,5,1
PYS_N2_Sweep_2017_1,Sweep,2017,PYS_N_2017,PYS,PYS_N_2017,PYS_N,80,8,164,No,,,Yes,SLS,11.3,lepi_la,0.471798366,5,1
PYS_S2_Vacuum_2015_1,Vacuum,2015,PYS_S_2015,PYS,PYS_S_2015,PYS_S,65,4,153,No,,,Yes,SLS,11.77,lepi_la,0.471798366,5,1
RIE_N2_Sweep_2015_2,Sweep,2015,RIE_N_2015,RIE,RIE_N_2015,RIE_N,85,1,212,No,,,No,None,12.6,lepi_la,0.471798366,5,1
RIN_S1_Sweep_2017_1,Sweep,2017,RIN_S_2017,RIN,RIN_S_2017,RIN_S,85,1,167,No,,,No,None,11.43,lepi_la,0.471798366,10,0.5
RIN_S2_Sweep_2015_1,Sweep,2015,RIN_S_2015,RIN,RIN_S_2015,RIN_S,70,4,168,No,,,No,None,11.33,lepi_la,0.471798366,5,1
RIN_W2_Vacuum_2016_1,Vacuum,2016,RIN_W_2016,RIN,RIN_W_2016,RIN_W,80,1,176,No,,,No,None,10.73,lepi_la,0.471798366,5,1
RIS_C1_Vacuum_2016_1,Vacuum,2016,RIS_C_2016,RIS,RIS_C_2016,RIS_C,90,1,188,No,,,Yes,SLS,15.13,lepi_la,0.471798366,5,1
RIS_C2_Vacuum_2016_1,Vacuum,2016,RIS_C_2016,RIS,RIS_C_2016,RIS_C,90,1,188,No,,,Yes,SLS,15.55,lepi_la,0.471798366,5,1
RIS_N2_Vacuum_2017_2,Vacuum,2017,RIS_N_2017,RIS,RIS_N_2017,RIS_N,80,8,188,No,,,Yes,SLS,12.72,lepi_la,0.471798366,5,1
RIS_S2_Sweep_2016_1,Sweep,2016,RIS_S_2016,RIS,RIS_S_2016,RIS_S,90,1,188,No,,,Yes,SLS,14.43,lepi_la,0.471798366,5,1
RNR_C2_Vacuum_2015_2,Vacuum,2015,RNR_C_2015,RNR,RNR_C_2015,RNR_C,80,0,214,No,,,No,None,10.83,lepi_la,0.471798366,10,0.5
RNR_E1_Sweep_2015_1,Sweep,2015,RNR_E_2015,RNR,RNR_E_2015,RNR_E,80,4,184,No,,,No,None,11.67,lepi_la,0.471798366,5,1
DUN_C1_Sweep_2016_2,Sweep,2016,DUN_C_2016,DUN,DUN_C_2016,DUN_C,95,4,217,No,1.5,Con,No,None,14.78,lepi_la,0.471798366,10,0.5
DUN_C1_Vacuum_2015_2,Vacuum,2015,DUN_C_2015,DUN,DUN_C_2015,DUN_C,80,1,191,No,0.5,Con,No,Hay,11.33,lepi_la,0.471798366,5,1
PYW_S1_Vacuum_2015_1,Vacuum,2015,PYW_S_2015,PYW,PYW_S_2015,PYW_S,75,4,172,No,0.5,Con,Yes,SLS,11.92,lepi_la,0.471798366,5,1
235_S1_Vacuum_2015_2,Vacuum,2015,235_S_2015,235,235_S_2015,235_S,80,1,211,No,,Con,Yes,SLS,12,lepi_la,0.471798366,5,1
LTR_W2_Vacuum_2017_1,Vacuum,2017,LTR_W_2017,LTR,LTR_W_2017,LTR_W,67,1,158,No,,Con,Yes,IES,10.3,lepi_la,0.471798366,10,0.5
RCH2014_E1_Vacuum_2016_2,Vacuum,2016,RCH2014_E_2016,RCH2014,RCH2014_E_2016,RCH2014_E,105,4,203,No,,Con,Yes,SLS,9.93,lepi_la,0.471798366,10,0.5
DUN_E2_Sweep_2017_1,Sweep,2017,DUN_E_2017,DUN,DUN_E_2017,DUN_E,80,4,181,Yes,2.5,Spr,No,None,12.82,lepi_ad,0.457616238,3.5,1
PYW_C1_Vacuum_2017_2,Vacuum,2017,PYW_C_2017,PYW,PYW_C_2017,PYW_C,80,0,195,Yes,2.5,Spr,Yes,SLS,13.22,lepi_ad,0.457616238,3.5,1
RC2_C1_Sweep_2017_1,Sweep,2017,RC2_C_2017,RC2,RC2_C_2017,RC2_C,85,1,157,Yes,2.5,Spr,No,None,12.45,lepi_ad,0.457616238,7,0.5
BSH_C2_Vacuum_2016_2,Vacuum,2016,BSH_C_2016,BSH,BSH_C_2016,BSH_C,80,0,217,Yes,1.5,Spr,No,None,10.75,lepi_ad,0.457616238,3.5,1
DUN_E1_Sweep_2016_2,Sweep,2016,DUN_E_2016,DUN,DUN_E_2016,DUN_E,85,0,216,Yes,1.5,Spr,No,None,14.73,lepi_ad,0.457616238,7,0.5
LTR_C2_Vacuum_2016_2,Vacuum,2016,LTR_C_2016,LTR,LTR_C_2016,LTR_C,75,0,198,Yes,1.5,Spr,Yes,IES,10.68,lepi_ad,0.457616238,7,0.5
BSH_C2_Sweep_2015_1,Sweep,2015,BSH_C_2015,BSH,BSH_C_2015,BSH_C,80,8,179,Yes,0.5,Spr,No,None,12.2,lepi_ad,0.457616238,3.5,1
DUN_E1_Sweep_2015_1,Sweep,2015,DUN_E_2015,DUN,DUN_E_2015,DUN_E,80,1,181,Yes,0.5,Spr,No,Hay,10,lepi_ad,0.457616238,3.5,1
STE_S2_Vacuum_2016_1,Vacuum,2016,STE_S_2016,STE,STE_S_2016,STE_S,75,0,186,Yes,0.5,Spr,Yes,SLS,18.95,lepi_ad,0.457616238,3.5,1
235_C2_Vacuum_2017_2,Vacuum,2017,235_C_2017,235,235_C_2017,235_C,75,1,205,Yes,3.5,SnS,Yes,SLS,11.08,lepi_ad,0.457616238,3.5,1
235_N1_Sweep_2017_1,Sweep,2017,235_N_2017,235,235_N_2017,235_N,80,8,175,Yes,2.5,SnS,Yes,SLS,12.45,lepi_ad,0.457616238,3.5,1
DUN_W1_Sweep_2017_2,Sweep,2017,DUN_W_2017,DUN,DUN_W_2017,DUN_W,85,8,191,Yes,2.5,SnS,No,None,12.68,lepi_ad,0.457616238,3.5,1
DUN_W2_Sweep_2017_1,Sweep,2017,DUN_W_2017,DUN,DUN_W_2017,DUN_W,80,4,181,Yes,2.5,SnS,No,None,14.03,lepi_ad,0.457616238,3.5,1
DUN_W2_Sweep_2017_2,Sweep,2017,DUN_W_2017,DUN,DUN_W_2017,DUN_W,85,8,191,Yes,2.5,SnS,No,None,12.33,lepi_ad,0.457616238,3.5,1
PYW_N1_Sweep_2017_2,Sweep,2017,PYW_N_2017,PYW,PYW_N_2017,PYW_N,80,0,195,Yes,2.5,SnS,Yes,SLS,12.83,lepi_ad,0.457616238,3.5,1
RCH2014_W2_Vacuum_2017_2,Vacuum,2017,RCH2014_W_2017,RCH2014,RCH2014_W_2017,RCH2014_W,85,1,186,Yes,2.5,SnS,Yes,SLS,12.18,lepi_ad,0.457616238,3.5,1
235_S1_Sweep_2017_1,Sweep,2017,235_S2_2017,235,235_S2_2017,235_S2,80,1,175,Yes,1.5,SnS,Yes,SLS,10.73,lepi_ad,0.457616238,3.5,1
235_N1_Vacuum_2015_1,Vacuum,2015,235_N_2015,235,235_N_2015,235_N,75,1,180,Yes,0.5,SnS,Yes,SLS,11.93,lepi_ad,0.457616238,3.5,1
235_N1_Vacuum_2015_2,Vacuum,2015,235_N_2015,235,235_N_2015,235_N,80,1,211,Yes,0.5,SnS,Yes,SLS,11.2,lepi_ad,0.457616238,3.5,1
235_S1_Sweep_2016_1,Sweep,2016,235_S2_2016,235,235_S2_2016,235_S2,85,0,179,Yes,0.5,SnS,Yes,SLS,12.53,lepi_ad,0.457616238,3.5,1
235_S1_Vacuum_2016_1,Vacuum,2016,235_S2_2016,235,235_S2_2016,235_S2,85,0,179,Yes,0.5,SnS,Yes,SLS,12.53,lepi_ad,0.457616238,3.5,1
BSH_S2_Vacuum_2015_1,Vacuum,2015,BSH_S_2015,BSH,BSH_S_2015,BSH_S,80,8,179,Yes,0.5,SnS,No,None,11.88,lepi_ad,0.457616238,3.5,1
DUN_W2_Sweep_2015_2,Sweep,2015,DUN_W_2015,DUN,DUN_W_2015,DUN_W,80,1,191,Yes,0.5,SnS,No,Hay,12.33,lepi_ad,0.457616238,3.5,1
GIL_C2_Vacuum_2015_1,Vacuum,2015,GIL_C_2015,GIL,GIL_C_2015,GIL_C,73,4,183,Yes,0.5,SnS,Yes,IES,14.72,lepi_ad,0.457616238,3.5,1
RIE_E1_Sweep_2015_1,Sweep,2015,RIE_E_2015,RIE,RIE_E_2015,RIE_E,79,8,171,Yes,0.5,,No,None,12.48,lepi_ad,0.457616238,3.5,1
RIE_E2_Vacuum_2016_1,Vacuum,2016,RIE_E_2016,RIE,RIE_E_2016,RIE_E,80,4,176,Yes,0.5,,No,None,13.9,lepi_ad,0.457616238,3.5,1
KLN_C2_Sweep_2015_1,Sweep,2015,KLN_C_2015,KLN,KLN_C_2015,KLN_C,75,1,178,No,,,Yes,IES,10,lepi_ad,0.457616238,3.5,1
KLN_E2_Vacuum_2015_2,Vacuum,2015,KLN_E_2015,KLN,KLN_E_2015,KLN_E,75,1,190,No,,,Yes,IES,12.53,lepi_ad,0.457616238,3.5,1
KLT_E2_Vacuum_2015_1,Vacuum,2015,KLT_E_2015,KLT,KLT_E_2015,KLT_E,78,4,176,No,,,No,None,12.55,lepi_ad,0.457616238,3.5,1
KLT_S1_Sweep_2017_1,Sweep,2017,KLT_S_2017,KLT,KLT_S_2017,KLT_S,75,4,163,No,,,No,None,10.63,lepi_ad,0.457616238,3.5,1
PAW_S2_Vacuum_2016_1,Vacuum,2016,PAW_S_2016,PAW,PAW_S_2016,PAW_S,86,0,179,No,,,No,None,11.15,lepi_ad,0.457616238,3.5,1
PYS_N1_Vacuum_2016_2,Vacuum,2016,PYS_N_2016,PYS,PYS_N_2016,PYS_N,80,4,202,No,,,Yes,SLS,11.2,lepi_ad,0.457616238,3.5,1
PYS_S2_Sweep_2015_2,Sweep,2015,PYS_S_2015,PYS,PYS_S_2015,PYS_S,80,0,213,No,,,Yes,SLS,11.72,lepi_ad,0.457616238,3.5,1
PYS_W2_Vacuum_2015_2,Vacuum,2015,PYS_W_2015,PYS,PYS_W_2015,PYS_W,80,0,213,No,,,Yes,SLS,11.08,lepi_ad,0.457616238,3.5,1
RIN_S1_Vacuum_2015_2,Vacuum,2015,RIN_S_2015,RIN,RIN_S_2015,RIN_S,80,0,204,No,,,No,None,11.52,lepi_ad,0.457616238,3.5,1
RIS_C2_Sweep_2017_1,Sweep,2017,RIS_C_2017,RIS,RIS_C_2017,RIS_C,85,1,168,No,,,Yes,SLS,12.83,lepi_ad,0.457616238,3.5,1
RIS_N2_Vacuum_2015_1,Vacuum,2015,RIS_N_2015,RIS,RIS_N_2015,RIS_N,85,0,155,No,,,Yes,SLS,15.5,lepi_ad,0.457616238,3.5,1
RIS_S1_Vacuum_2015_1,Vacuum,2015,RIS_S_2015,RIS,RIS_S_2015,RIS_S,85,0,155,No,,,Yes,SLS,14.37,lepi_ad,0.457616238,3.5,1
RC2_S2_Sweep_2016_2,Sweep,2016,RC2_S_2016,RC2,RC2_S_2016,RC2_S,104,4,202,No,1.5,Con,No,None,12.85,lepi_ad,0.457616238,3.5,1
STE_W1_Sweep_2017_1,Sweep,2017,STE_W_2017,STE,STE_W_2017,STE_W,84,1,171,No,1.5,Con,Yes,SLS,12.9,lepi_ad,0.457616238,3.5,1
DUN_C1_Sweep_2015_2,Sweep,2015,DUN_C_2015,DUN,DUN_C_2015,DUN_C,80,1,191,No,0.5,Con,No,Hay,11.33,lepi_ad,0.457616238,3.5,1
DUN_C2_Sweep_2015_1,Sweep,2015,DUN_C_2015,DUN,DUN_C_2015,DUN_C,80,1,181,No,0.5,Con,No,Hay,12.98,lepi_ad,0.457616238,3.5,1
GIL_S2_Sweep_2015_1,Sweep,2015,GIL_S_2015,GIL,GIL_S_2015,GIL_S,73,4,183,No,0.5,Con,Yes,IES,15,lepi_ad,0.457616238,3.5,1
BSH_N2_Sweep_2017_2,Sweep,2017,BSH_N_2017,BSH,BSH_N_2017,BSH_N,85,1,199,No,,Con,No,None,11.72,lepi_ad,0.457616238,3.5,1
RCH2014_E1_Sweep_2015_2,Sweep,2015,RCH2014_E_2015,RCH2014,RCH2014_E_2015,RCH2014_E,85,0,205,No,,Con,Yes,SLS,10.3,lepi_ad,0.457616238,3.5,1
RCH2014_E2_Vacuum_2015_1,Vacuum,2015,RCH2014_E_2015,RCH2014,RCH2014_E_2015,RCH2014_E,89,0,161,No,,Con,Yes,SLS,11.1,lepi_ad,0.457616238,3.5,1
STE_S2_Sweep_2016_2,Sweep,2016,STE_S_2016,STE,STE_S_2016,STE_S,85,1,218,Yes,0.5,Spr,Yes,SLS,13.7,lepi_la,0.437240658,9.5,0.5
LTR_E1_Vacuum_2017_1,Vacuum,2017,LTR_E_2017,LTR,LTR_E_2017,LTR_E,72,1,158,Yes,2.5,SnS,Yes,IES,11.22,lepi_la,0.437240658,9.5,0.5
STE_N1_Sweep_2016_1,Sweep,2016,STE_N1_2016,STE,STE_N1_2016,STE_N,85,1,187,Yes,0.5,SnS,Yes,SLS,10.67,lepi_la,0.437240658,9.5,0.5
RIN_W2_Sweep_2017_1,Sweep,2017,RIN_W_2017,RIN,RIN_W_2017,RIN_W,85,4,167,No,,,No,None,10.78,lepi_la,0.437240658,9.5,0.5
RNR_E1_Vacuum_2017_2,Vacuum,2017,RNR_E_2017,RNR,RNR_E_2017,RNR_E,85,0,204,No,,,No,None,10.8,lepi_la,0.437240658,9.5,0.5
GIL_N1_Vacuum_2016_1,Vacuum,2016,GIL_N_2016,GIL,GIL_N_2016,GIL_N,94,4,177,Yes,1.5,Spr,Yes,IES,11.68,lepi_la,0.403550671,4.5,1
BSH_S2_Sweep_2016_1,Sweep,2016,BSH_S_2016,BSH,BSH_S_2016,BSH_S,82,1,190,Yes,1.5,SnS,No,None,13.12,lepi_la,0.403550671,9,0.5
DUN_W2_Sweep_2016_2,Sweep,2016,DUN_W_2016,DUN,DUN_W_2016,DUN_W,105,4,217,Yes,1.5,SnS,No,None,15.43,lepi_la,0.403550671,9,0.5
RC2_N2_Vacuum_2016_2,Vacuum,2016,RC2_N_2016,RC2,RC2_N_2016,RC2_N,88,4,203,Yes,1.5,SnS,No,None,11.33,lepi_la,0.403550671,9,0.5
RCH2014_C1_Vacuum_2016_1,Vacuum,2016,RCH2014_C_2016,RCH2014,RCH2014_C_2016,RCH2014_C,75,1,180,Yes,0.5,SnS,Yes,SLS,11.35,lepi_la,0.403550671,4.5,1
RNR_W1_Vacuum_2017_1,Vacuum,2017,RNR_W_2017,RNR,RNR_W_2017,RNR_W,85,0,178,Yes,1.5,,No,None,11.48,lepi_la,0.403550671,4.5,1
RIE_E1_Sweep_2015_2,Sweep,2015,RIE_E_2015,RIE,RIE_E_2015,RIE_E,85,1,212,Yes,0.5,,No,None,13.65,lepi_la,0.403550671,9,0.5
RIE_W1_Vacuum_2016_1,Vacuum,2016,RIE_W_2016,RIE,RIE_W_2016,RIE_W,80,4,176,Yes,0.5,,No,None,13.58,lepi_la,0.403550671,9,0.5
RIE_W1_Vacuum_2016_2,Vacuum,2016,RIE_W_2016,RIE,RIE_W_2016,RIE_W,95,1,206,Yes,0.5,,No,None,14.6,lepi_la,0.403550671,4.5,1
KLT_E2_Sweep_2015_1,Sweep,2015,KLT_E_2015,KLT,KLT_E_2015,KLT_E,78,4,176,No,,,No,None,12.55,lepi_la,0.403550671,4.5,1
PAW_E1_Vacuum_2016_2,Vacuum,2016,PAW_E_2016,PAW,PAW_E_2016,PAW_E,90,1,217,No,,,No,None,11.37,lepi_la,0.403550671,4.5,1
PAW_W2_Sweep_2015_1,Sweep,2015,PAW_W_2015,PAW,PAW_W_2015,PAW_W,80,1,181,No,,,No,None,15.68,lepi_la,0.403550671,4.5,1
PYN_N2_Vacuum_2015_1,Vacuum,2015,PYN_N_2015,PYN,PYN_N_2015,PYN_N,80,1,173,No,,,Yes,IES,12.08,lepi_la,0.403550671,9,0.5
PYN_W1_Sweep_2017_2,Sweep,2017,PYN_W_2017,PYN,PYN_W_2017,PYN_W,100,4,201,No,,,Yes,IES,11.65,lepi_la,0.403550671,4.5,1
PYS_N2_Sweep_2017_2,Sweep,2017,PYS_N_2017,PYS,PYS_N_2017,PYS_N,95,0,201,No,,,Yes,SLS,10.87,lepi_la,0.403550671,4.5,1
PYS_S1_Vacuum_2017_2,Vacuum,2017,PYS_S_2017,PYS,PYS_S_2017,PYS_S,95,0,201,No,,,Yes,SLS,9.72,lepi_la,0.403550671,9,0.5
RIN_E2_Sweep_2016_1,Sweep,2016,RIN_E_2016,RIN,RIN_E_2016,RIN_E,80,1,176,No,,,No,None,12.3,lepi_la,0.403550671,4.5,1
RIS_N1_Vacuum_2017_1,Vacuum,2017,RIS_N_2017,RIS,RIS_N_2017,RIS_N,85,1,168,No,,,Yes,SLS,13.77,lepi_la,0.403550671,4.5,1
RNR_E1_Vacuum_2016_2,Vacuum,2016,RNR_E_2016,RNR,RNR_E_2016,RNR_E,80,4,213,No,,,No,None,10.47,lepi_la,0.403550671,9,0.5
PYW_S1_Sweep_2017_1,Sweep,2017,PYW_S_2017,PYW,PYW_S_2017,PYW_S,80,4,173,No,2.5,Con,Yes,SLS,11.35,lepi_la,0.403550671,4.5,1
PYW_S2_Vacuum_2017_1,Vacuum,2017,PYW_S_2017,PYW,PYW_S_2017,PYW_S,80,4,173,No,2.5,Con,Yes,SLS,11.6,lepi_la,0.403550671,4.5,1
PYW_S1_Vacuum_2015_2,Vacuum,2015,PYW_S_2015,PYW,PYW_S_2015,PYW_S,80,4,210,No,0.5,Con,Yes,SLS,14.08,lepi_la,0.403550671,4.5,1
RC2_S1_Sweep_2015_2,Sweep,2015,RC2_S_2015,RC2,RC2_S_2015,RC2_S,90,0,210,No,0.5,Con,No,None,12.62,lepi_la,0.403550671,4.5,1
STE_W2_Sweep_2016_2,Sweep,2016,STE_W_2016,STE,STE_W_2016,STE_W,85,4,218,No,0.5,Con,Yes,SLS,16,lepi_la,0.403550671,4.5,1
BSH_C1_Sweep_2017_2,Sweep,2017,BSH_C_2017,BSH,BSH_C_2017,BSH_C,85,1,199,Yes,2.5,Spr,No,None,12.35,cole_ad,0.383398158,2,1
BSH_C2_Sweep_2017_1,Sweep,2017,BSH_C_2017,BSH,BSH_C_2017,BSH_C,75,13,169,Yes,2.5,Spr,No,None,12.25,cole_ad,0.383398158,2,1
BSH_C2_Vacuum_2017_1,Vacuum,2017,BSH_C_2017,BSH,BSH_C_2017,BSH_C,75,13,169,Yes,2.5,Spr,No,None,12.25,cole_ad,0.383398158,2,1
BSH_C2_Vacuum_2017_2,Vacuum,2017,BSH_C_2017,BSH,BSH_C_2017,BSH_C,85,1,199,Yes,2.5,Spr,No,None,12.05,cole_ad,0.383398158,2,1
DUN_E1_Sweep_2017_1,Sweep,2017,DUN_E_2017,DUN,DUN_E_2017,DUN_E,80,4,181,Yes,2.5,Spr,No,None,12.42,cole_ad,0.383398158,2,1
DUN_E1_Sweep_2017_2,Sweep,2017,DUN_E_2017,DUN,DUN_E_2017,DUN_E,85,8,191,Yes,2.5,Spr,No,None,10.77,cole_ad,0.383398158,2,1
DUN_E2_Sweep_2017_1,Sweep,2017,DUN_E_2017,DUN,DUN_E_2017,DUN_E,80,4,181,Yes,2.5,Spr,No,None,12.82,cole_ad,0.383398158,2,1
DUN_E2_Vacuum_2017_1,Vacuum,2017,DUN_E_2017,DUN,DUN_E_2017,DUN_E,80,4,181,Yes,2.5,Spr,No,None,12.82,cole_ad,0.383398158,2,1
GIL_N1_Sweep_2017_2,Sweep,2017,GIL_N_2017,GIL,GIL_N_2017,GIL_N,75,1,195,Yes,2.5,Spr,Yes,IES,14.22,cole_ad,0.383398158,2,1
GIL_N1_Vacuum_2017_1,Vacuum,2017,GIL_N_2017,GIL,GIL_N_2017,GIL_N,75,4,172,Yes,2.5,Spr,Yes,IES,10.73,cole_ad,0.383398158,2,1
GIL_N1_Vacuum_2017_2,Vacuum,2017,GIL_N_2017,GIL,GIL_N_2017,GIL_N,75,1,195,Yes,2.5,Spr,Yes,IES,14.22,cole_ad,0.383398158,2,1
GIL_N2_Vacuum_2017_1,Vacuum,2017,GIL_N_2017,GIL,GIL_N_2017,GIL_N,75,4,172,Yes,2.5,Spr,Yes,IES,10.45,cole_ad,0.383398158,2,1
LTR_C1_Sweep_2017_1,Sweep,2017,LTR_C_2017,LTR,LTR_C_2017,LTR_C,67,0,158,Yes,2.5,Spr,Yes,IES,9.57,cole_ad,0.383398158,2,1
LTR_C1_Sweep_2017_2,Sweep,2017,LTR_C_2017,LTR,LTR_C_2017,LTR_C,80,1,194,Yes,2.5,Spr,Yes,IES,14.62,cole_ad,0.383398158,2,1
LTR_C2_Sweep_2017_1,Sweep,2017,LTR_C_2017,LTR,LTR_C_2017,LTR_C,67,0,158,Yes,2.5,Spr,Yes,IES,10.53,cole_ad,0.383398158,2,1
LTR_C2_Vacuum_2017_2,Vacuum,2017,LTR_C_2017,LTR,LTR_C_2017,LTR_C,80,1,194,Yes,2.5,Spr,Yes,IES,14.87,cole_ad,0.383398158,2,1
PYW_C2_Sweep_2017_1,Sweep,2017,PYW_C_2017,PYW,PYW_C_2017,PYW_C,80,8,173,Yes,2.5,Spr,Yes,SLS,11,cole_ad,0.383398158,2,1
PYW_C2_Sweep_2017_2,Sweep,2017,PYW_C_2017,PYW,PYW_C_2017,PYW_C,80,0,195,Yes,2.5,Spr,Yes,SLS,13.5,cole_ad,0.383398158,2,1
RC2_C1_Sweep_2017_1,Sweep,2017,RC2_C_2017,RC2,RC2_C_2017,RC2_C,85,1,157,Yes,2.5,Spr,No,None,12.45,cole_ad,0.383398158,2,1
RC2_C2_Sweep_2017_2,Sweep,2017,RC2_C_2017,RC2,RC2_C_2017,RC2_C,75,4,206,Yes,2.5,Spr,No,None,12.37,cole_ad,0.383398158,2,1
STE_S2_Vacuum_2017_2,Vacuum,2017,STE_S_2017,STE,STE_S_2017,STE_S,85,4,202,Yes,1.5,Spr,Yes,SLS,9.97,cole_ad,0.383398158,2,1
BSH_C1_Vacuum_2016_2,Vacuum,2016,BSH_C_2016,BSH,BSH_C_2016,BSH_C,80,0,217,Yes,1.5,Spr,No,None,11.45,cole_ad,0.383398158,2,1
BSH_C2_Vacuum_2016_1,Vacuum,2016,BSH_C_2016,BSH,BSH_C_2016,BSH_C,82,1,190,Yes,1.5,Spr,No,None,11.7,cole_ad,0.383398158,2,1
DUN_E1_Vacuum_2016_2,Vacuum,2016,DUN_E_2016,DUN,DUN_E_2016,DUN_E,85,0,216,Yes,1.5,Spr,No,None,14.73,cole_ad,0.383398158,2,1
DUN_E2_Sweep_2016_2,Sweep,2016,DUN_E_2016,DUN,DUN_E_2016,DUN_E,85,0,216,Yes,1.5,Spr,No,None,14.37,cole_ad,0.383398158,2,1
DUN_E2_Vacuum_2016_2,Vacuum,2016,DUN_E_2016,DUN,DUN_E_2016,DUN_E,85,0,216,Yes,1.5,Spr,No,None,14.37,cole_ad,0.383398158,2,1
GIL_N1_Sweep_2016_2,Sweep,2016,GIL_N_2016,GIL,GIL_N_2016,GIL_N,80,4,198,Yes,1.5,Spr,Yes,IES,14.67,cole_ad,0.383398158,2,1
LTR_C1_Sweep_2016_1,Sweep,2016,LTR_C_2016,LTR,LTR_C_2016,LTR_C,90,1,168,Yes,1.5,Spr,Yes,IES,11.05,cole_ad,0.383398158,2,1
LTR_C1_Vacuum_2016_1,Vacuum,2016,LTR_C_2016,LTR,LTR_C_2016,LTR_C,90,1,168,Yes,1.5,Spr,Yes,IES,11.05,cole_ad,0.383398158,2,1
LTR_C2_Sweep_2016_1,Sweep,2016,LTR_C_2016,LTR,LTR_C_2016,LTR_C,90,1,168,Yes,1.5,Spr,Yes,IES,9.78,cole_ad,0.383398158,2,1
PYW_C1_Vacuum_2016_1,Vacuum,2016,PYW_C_2016,PYW,PYW_C_2016,PYW_C,98,8,174,Yes,1.5,Spr,Yes,SLS,13.43,cole_ad,0.383398158,2,1
RC2_C2_Vacuum_2016_1,Vacuum,2016,RC2_C_2016,RC2,RC2_C_2016,RC2_C,75,0,183,Yes,1.5,Spr,No,None,15,cole_ad,0.383398158,2,1
STE_S1_Sweep_2017_1,Sweep,2017,STE_S_2017,STE,STE_S_2017,STE_S,84,1,171,Yes,1.5,Spr,Yes,SLS,13.52,cole_ad,0.383398158,2,1
STE_S1_Vacuum_2017_1,Vacuum,2017,STE_S_2017,STE,STE_S_2017,STE_S,84,1,171,Yes,1.5,Spr,Yes,SLS,13.52,cole_ad,0.383398158,2,1
STE_S1_Vacuum_2017_2,Vacuum,2017,STE_S_2017,STE,STE_S_2017,STE_S,85,4,202,Yes,1.5,Spr,Yes,SLS,10.27,cole_ad,0.383398158,2,1
STE_S2_Sweep_2017_1,Sweep,2017,STE_S_2017,STE,STE_S_2017,STE_S,84,1,171,Yes,1.5,Spr,Yes,SLS,13.22,cole_ad,0.383398158,2,1
STE_S2_Vacuum_2017_1,Vacuum,2017,STE_S_2017,STE,STE_S_2017,STE_S,84,1,171,Yes,1.5,Spr,Yes,SLS,13.22,cole_ad,0.383398158,2,1
BSH_C1_Sweep_2015_1,Sweep,2015,BSH_C_2015,BSH,BSH_C_2015,BSH_C,80,8,179,Yes,0.5,Spr,No,None,11.28,cole_ad,0.383398158,2,1
BSH_C2_Vacuum_2015_1,Vacuum,2015,BSH_C_2015,BSH,BSH_C_2015,BSH_C,80,8,179,Yes,0.5,Spr,No,None,12.2,cole_ad,0.383398158,2,1
BSH_C2_Vacuum_2015_2,Vacuum,2015,BSH_C_2015,BSH,BSH_C_2015,BSH_C,90,4,193,Yes,0.5,Spr,No,None,14.17,cole_ad,0.383398158,2,1
